x1,x2,clase
85837.75701326183,66.7077271514257,1.0
58044.12550591167,73.88198827576235,1.0
61568.180519707086,32.217625860990964,0.0
39630.572689731816,52.05751666738616,1.0
67442.17172300094,16.297881928913228,0.0
68692.8970931875,75.13399847171617,1.0
111851.27976290016,77.30922571371191,1.0
85651.60321021097,24.91141924255007,0.0
39913.04327629783,56.60267081488716,1.0
39198.59652309483,13.764800220892244,0.0
92927.65935349121,29.17000771892407,0.0
78767.07586997433,77.95009290597778,1.0
84994.79932497327,28.758065158046755,0.0
77578.64668427275,25.428361349927048,0.0
71414.81087290471,25.539422385140604,0.0
74102.67494750531,63.60589110639173,1.0
92175.53518961807,61.3898199162949,1.0
95653.95851472508,31.368189921571087,0.0
106964.0145600115,32.40569964386405,1.0
57044.07019601373,59.61986335036869,1.0
77187.65177507457,65.31201732597175,1.0
26388.32979117229,17.290697075652655,0.0
79658.05541264977,20.39307770837148,0.0
117690.5884854202,76.75589010641744,1.0
103343.84981543948,64.67621759071588,1.0
114159.12832051686,39.800941616739024,1.0
95051.29176867276,56.7233060065461,0.0
66041.19457758032,33.37304572201428,0.0
76700.45465965226,24.743616264059053,0.0
99094.17639775059,66.32272092935528,1.0
64092.68349533503,72.06730503401944,1.0
55089.39935634116,55.31815995209968,1.0
55880.18020210877,72.31420409061815,1.0
129401.47792446107,62.659305830454166,1.0
50952.74155768505,73.12625402048415,1.0
43455.10687740421,29.61112853054791,1.0
41744.10457763924,49.72479167836665,1.0
83367.98163435179,25.6514744671146,1.0
58649.363241075895,89.9515159492729,1.0
36036.739383229855,50.87668720474989,1.0
108183.62135967435,27.152585997922845,1.0
35081.51407296725,20.326787932378405,0.0
84129.52335433236,96.18334151255306,1.0
79774.77850326069,48.588818347390976,0.0
70417.80086389791,33.18771625157569,0.0
100818.81254921514,30.049935574923648,0.0
41918.766549922584,37.71869000558112,1.0
92310.21249717235,52.0639691933977,1.0
105043.57359439446,30.953355583849007,1.0
47948.531152432995,84.09975409704109,1.0
64427.35225300542,46.8917256722473,0.0
117257.23592126806,82.35579989161677,1.0
107292.24373244292,64.11781909179803,1.0
103350.29186306326,36.77214876898682,0.0
56904.84586684383,41.2604019708047,0.0
91467.11919690752,29.215708793522715,0.0
49760.31424665452,40.69751574966641,0.0
137321.1862678104,66.8913824980668,1.0
56344.04003673197,81.19585848466828,1.0
46982.62218554101,65.72318459613261,0.0
7042.679811998054,23.95154366835836,0.0
69492.9537616272,39.54635629120136,0.0
107032.15150184496,69.86405716118718,1.0
79782.7715569322,63.57952941882142,1.0
58111.95561163517,-0.8528003102534427,0.0
62765.77049423968,33.12388426087917,0.0
78814.3632144306,74.78137599528051,1.0
103045.92266852457,35.570903476316154,0.0
115252.00971688345,65.38412743570412,1.0
112287.31280267402,36.12644123911542,1.0
91186.5094304354,21.53302315843377,0.0
102852.2794411819,30.0129237764998,0.0
94148.12325497244,37.52327020412208,0.0
64096.21487363392,37.07943168086717,0.0
25186.330544275283,15.224778762531436,0.0
84423.23289561493,25.66833445356149,0.0
91106.42488113044,30.941048266513523,0.0
56301.9707991998,59.717665220880654,1.0
19963.85589097858,26.56786904909925,0.0
23881.42387648338,34.57341857473332,0.0
64871.963513660434,22.09784077185565,0.0
44168.59664490181,83.22624034055937,1.0
80826.6330816664,34.57118061108205,0.0
38074.81543526033,27.305619982071704,0.0
94356.60422598525,33.08832620412272,0.0
86377.00864357247,57.29234484325986,1.0
17261.194606778947,54.77278895223635,1.0
56575.64133132684,53.77772344751035,1.0
71283.77063216822,65.72066310067109,1.0
50999.324368572685,38.15054171983307,0.0
59271.5422616435,16.78885450672377,0.0
48742.95760820151,87.72903588739771,1.0
103127.9783562876,30.7884605456422,0.0
28250.96639674071,40.55047722947783,1.0
85844.6449261023,72.45689352705561,1.0
14854.654959672493,48.308650791465766,1.0
54433.57249083477,2.4567284649778016,0.0
104028.16767997562,34.76501642402954,1.0
27171.05449712128,53.22017791921151,1.0
113217.01692235105,32.5737330911022,1.0
69575.94076425966,21.234282503033,0.0
90394.5246858235,25.56779002716243,0.0
103983.12827753054,71.04699317610314,1.0
44941.66493137005,31.206159587809573,0.0
62074.358302941895,30.51212613600043,0.0
87464.25194219667,20.14108092221734,0.0
67164.99010651391,85.9570445068753,1.0
76143.7153436731,77.76584215252402,1.0
101841.23467527857,25.733620884525585,0.0
66113.07014240036,70.17048318002614,1.0
56985.13897665051,92.0678873631548,1.0
89647.23016441384,30.77854643250591,0.0
93763.54118827784,64.78564434259145,1.0
22996.517950117865,8.339753473604922,0.0
46730.83845507807,68.61552522260025,1.0
73336.38645746642,63.13989046199688,1.0
25054.934121906426,20.17897270092878,0.0
32800.63522350204,36.212383764669646,0.0
104714.03587651142,34.79168036869764,1.0
101075.57536918088,64.93168922078574,1.0
85399.39318781001,27.43318737696729,0.0
17583.578335190203,18.02787056323348,0.0
51118.76989740781,52.18879028836608,0.0
28385.577486682345,18.60325323642073,0.0
97415.26062611734,72.85441600531745,1.0
82744.71368972739,68.18848898960383,1.0
51006.44435299288,19.862323836304885,0.0
94705.86737121336,43.80989526466461,0.0
71174.76393309327,76.05503494481374,1.0
54682.56995300736,50.52327478653649,1.0
121119.36901999601,31.69680571250177,1.0
90382.605579347,22.73254741790155,0.0
101920.36449691815,87.87080012234901,1.0
84449.63378944408,66.1028214518591,1.0
37539.297461542046,51.5597243523974,1.0
92006.81566310924,60.76493978416347,1.0
53432.3249424427,54.46964820784451,1.0
55202.76122863038,52.78928086009724,1.0
48404.903215818114,25.504758799157614,0.0
61659.37229022424,50.52054305212621,1.0
50027.186540386356,46.66285571387973,1.0
69568.3711982342,44.78193591212108,0.0
22560.005728299304,58.24977696078263,1.0
96093.36408674403,26.6948435691824,0.0
73778.02953040497,73.01338568235663,1.0
56654.92061843748,28.689067178023787,0.0
87782.39815089306,66.24084366516107,1.0
104172.07394132801,69.92263572071536,1.0
50196.26007230904,24.305904851855807,0.0
62418.90251725915,66.85337162269322,1.0
69850.93307622886,40.61402715540787,0.0
69036.90906671525,74.48111290644117,1.0
128972.10556874544,67.28967291642394,1.0
31554.110185970792,57.320595548068646,1.0
41836.8003658029,63.99192163295247,1.0
35542.02838316449,74.3752547741467,1.0
50574.03878316913,48.008461903006726,1.0
106926.22402923762,34.763747328332514,1.0
54886.08014561753,31.519039825688697,0.0
54925.54210154225,54.00488830513858,1.0
86937.73527396949,25.29294968361065,0.0
60329.48463600931,24.05451423260204,0.0
49065.84371967278,17.577334777236313,0.0
50215.43882829957,60.1677029438781,1.0
119092.84688549118,68.60649539183527,1.0
83038.42448720027,62.25719976118335,1.0
74793.87247986818,48.16780001436354,0.0
28615.856451550728,68.037786384404,1.0
80518.00473147967,27.86445131195929,0.0
99202.95324635608,29.87623805525101,0.0
121068.15816939552,77.87124301012156,1.0
52662.22174677041,30.545390004887967,0.0
89015.42699236295,61.30025109019899,1.0
55340.66635713667,14.780699962181483,0.0
34463.149248549285,64.0445737348392,1.0
76791.08508426014,80.62370914497454,1.0
56474.527714874006,49.52105861367957,1.0
61308.34490579031,45.6959259753669,1.0
86887.01361088417,29.452105044771887,0.0
23321.23927135773,1.5689682281489183,0.0
104971.09756399869,63.3287670905408,1.0
51727.88894611717,64.99155432112484,1.0
96066.06891002823,28.056575966066152,0.0
34194.35951533243,20.342853211048148,0.0
91943.87205940876,27.52354777561976,0.0
43095.631376706195,63.502861418739606,1.0
42537.57821948417,42.69082545650981,1.0
89946.2825081784,25.93739744367148,0.0
73072.9790549476,77.7133380145908,1.0
36763.13572848863,32.80263664460768,0.0
70185.36561004349,22.814213227317182,0.0
43138.18292372034,44.31371741633916,1.0
47906.469113189516,8.780899705530935,0.0
45934.09489936162,51.26075825755457,1.0
100293.14511671035,34.36248258725433,0.0
90034.8811448489,22.84791041808839,0.0
76754.63749521926,58.84573985634189,1.0
58624.37015187036,58.76175018382214,1.0
56418.363996923275,48.93792103463198,0.0
104050.42457113996,29.25225719310704,1.0
75933.97848720054,68.95233396175385,1.0
66727.4403040752,73.12085433561484,1.0
79207.49413035106,84.60236078898402,1.0
114330.08223332516,64.86965686956765,1.0
46785.11773965639,59.57270720724432,1.0
23352.650312254616,2.754831367719176,0.0
56743.84598533039,60.44987696594757,1.0
78910.72417781256,27.93535176766133,0.0
83183.7835976903,27.688065740290423,0.0
63853.7519242763,28.34517934861408,0.0
103081.39567061278,29.31044285406705,0.0
48499.894902431886,24.01052807272257,0.0
50014.19454335277,40.172301412607496,0.0
57049.77435642846,-0.5522756273623459,0.0
39083.728757607634,13.73558088565394,0.0
83091.66129733968,18.79930873044457,0.0
45452.877759693634,72.00035189274033,1.0
66793.13406954159,68.45345864374156,1.0
77032.2613061259,90.11821152604664,1.0
63646.78290096904,48.26551960837124,1.0
